[2022-08-08 23:34:35.711031][Task_List] ['receive_energy', 'mission_explore', 'shopping', 'mission_arena', 'mission_gashapon', 'mission_guild', 'mission_dungeons', 'mission_princess_arena', 'mission_complete']
[2022-08-08 23:34:35.765719][Task] initial
[2022-08-20 00:25:32.642442][Task] <click> blank_button
[2022-08-20 00:25:32.642442][mission_princess_arena][blank_button][click] (63.0, 145.0)
[2022-08-20 00:25:32.648149][mission_princess_arena][blank_button][idle] 3.95 seconds
[2022-08-20 00:25:36.598652][Task] mission_complete
[2022-08-20 00:25:36.598652][Task] <click> main_button
[2022-08-20 00:25:36.600605][mission_complete][main_button][click] (104.0, 675.0)
[2022-08-20 00:25:36.604096][mission_complete][main_button][idle] 6.36 seconds
[2022-08-20 00:25:42.964632][Task] <click> mission_button
[2022-08-20 00:25:43.017819][mission_complete][mission_button][click] (1110.0, 567.0)
[2022-08-20 00:25:43.020749][mission_complete][mission_button][idle] 5.29 seconds
[2022-08-20 00:25:48.311162][Task] <click> receive_button
[2022-08-20 00:25:48.311162][mission_complete][receive_button][click] (1180.0, 586.0)
[2022-08-20 00:25:48.316004][mission_complete][receive_button][idle] 3.24 seconds
[2022-08-20 00:25:51.556618][Task] <click> blank_button
[2022-08-20 00:25:51.556618][mission_complete][blank_button][click] (65.0, 147.0)
[2022-08-20 00:25:51.560524][mission_complete][blank_button][idle] 3.79 seconds
[2022-08-20 00:25:55.352265][Connect] taskkill /f /im adb.exe
[2022-08-20 00:25:55.484979][Connect] F:\LDPlayer\LDPlayer4.0\adb.exe kill-server
[2022-08-20 00:25:55.488882]['SUCCESS: The process "adb.exe" with PID 8836 has been terminated.']
[2022-08-20 11:22:42.404471][Task_List] ['receive_energy', 'mission_explore', 'mission_dungeons', 'mission_gashapon', 'mission_arena', 'mission_guild', 'shopping', 'mission_princess_arena', 'mission_complete']
[2022-08-20 11:22:42.434656][Task] initial
[2022-08-20 11:22:42.434656][Task] <click> blank_button
[2022-08-20 11:22:42.435633][initial][blank_button][click] (0, 0)
[2022-08-20 11:22:42.439540][initial][blank_button][idle] 10.34 seconds
[2022-08-20 11:22:52.780799][Task] receive_energy
[2022-08-20 11:22:52.780799][Task] <click> home_button
[2022-08-20 11:22:52.781776][receive_energy][home_button][click] (846.0, 696.0)
[2022-08-20 11:22:52.784724][receive_energy][home_button][idle] 7.28 seconds
[2022-08-20 11:23:00.064909][Task] <click> receive_button
[2022-08-20 11:23:00.064909][receive_energy][receive_button][click] (1201.0, 565.0)
[2022-08-20 11:23:00.068815][receive_energy][receive_button][idle] 4.05 seconds
[2022-08-20 11:23:04.119770][Task] <click> blank_button
[2022-08-20 11:23:04.119770][receive_energy][blank_button][click] (58.0, 49.0)
[2022-08-20 11:23:04.123690][receive_energy][blank_button][idle] 5.52 seconds
[2022-08-20 11:23:09.644658][Task] mission_explore
[2022-08-20 11:23:09.644658][Task] <click> adventure_button
[2022-08-20 11:23:09.645636][mission_explore][adventure_button][click] (621.0, 677.0)
[2022-08-20 11:23:09.648566][mission_explore][adventure_button][idle] 7.18 seconds
[2022-08-20 11:23:16.830090][Task] <click> explore_button
[2022-08-20 11:23:16.830090][mission_explore][explore_button][click] (991.0, 196.0)
[2022-08-20 11:23:16.833995][mission_explore][explore_button][idle] 6.98 seconds
[2022-08-20 11:23:23.814020][Task] <click> exp_button
[2022-08-20 11:23:23.814020][mission_explore][exp_button][click] (772.0, 330.0)
[2022-08-20 11:23:23.817926][mission_explore][exp_button][idle] 6.52 seconds
[2022-08-20 11:23:30.338757][Task] <click> level_button
[2022-08-20 11:23:30.338757][mission_explore][level_button][click] (959.0, 203.0)
[2022-08-20 11:23:30.341701][mission_explore][level_button][idle] 5.71 seconds
[2022-08-20 11:23:36.053541][Task] <click> attack_button
[2022-08-20 11:23:36.053541][mission_explore][attack_button][click] (1006.0, 440.0)
[2022-08-20 11:23:36.058425][mission_explore][attack_button][idle] 3.72 seconds
[2022-08-20 11:23:39.779424][Task] <click> ok_button
[2022-08-20 11:23:39.779424][mission_explore][ok_button][click] (795.0, 492.0)
[2022-08-20 11:23:39.785285][mission_explore][ok_button][idle] 8.24 seconds
[2022-08-20 11:23:48.025580][Task] <click> blank_button
[2022-08-20 11:23:48.025580][mission_explore][blank_button][click] (62.0, 145.0)
[2022-08-20 11:23:48.031427][mission_explore][blank_button][idle] 7.52 seconds
[2022-08-20 11:23:55.551596][Task] <click> level_button
[2022-08-20 11:23:55.551596][mission_explore][level_button][click] (966.0, 194.0)
[2022-08-20 11:23:55.556465][mission_explore][level_button][idle] 6.55 seconds
[2022-08-20 11:24:02.106685][Task] <click> attack_button
[2022-08-20 11:24:02.106685][mission_explore][attack_button][click] (1004.0, 445.0)
[2022-08-20 11:24:02.112532][mission_explore][attack_button][idle] 3.71 seconds
[2022-08-20 11:24:05.822693][Task] <click> ok_button
[2022-08-20 11:24:05.822693][mission_explore][ok_button][click] (774.0, 486.0)
[2022-08-20 11:24:05.827589][mission_explore][ok_button][idle] 9.83 seconds
[2022-08-20 11:24:15.658275][Task] <click> blank_button
[2022-08-20 11:24:15.658275][mission_explore][blank_button][click] (62.0, 146.0)
[2022-08-20 11:24:15.663158][mission_explore][blank_button][idle] 6.33 seconds
[2022-08-20 11:24:21.994940][Task] mission_dungeons
[2022-08-20 11:24:21.994940][Task] <click> adventure_button
[2022-08-20 11:24:21.996894][mission_dungeons][adventure_button][click] (648.0, 677.0)
[2022-08-20 11:24:22.093949][mission_dungeons][adventure_button][idle] 5.41 seconds
[2022-08-20 11:24:27.504720][Task] <click> dungeons_button
[2022-08-20 11:24:27.504720][mission_dungeons][dungeons_button][click] (1182.0, 190.0)
[2022-08-20 11:24:27.509604][mission_dungeons][dungeons_button][idle] 6.72 seconds
[2022-08-20 11:24:34.230070][Task] <click> last_extreme_button
[2022-08-20 11:24:34.230070][mission_dungeons][last_extreme_button][click] (1114.0, 355.0)
[2022-08-20 11:24:34.235916][mission_dungeons][last_extreme_button][idle] 3.62 seconds
[2022-08-20 11:24:37.855995][Task] <click> ok_button
[2022-08-20 11:24:37.855995][mission_dungeons][ok_button][click] (789.0, 579.0)
[2022-08-20 11:24:37.860879][mission_dungeons][ok_button][idle] 5.48 seconds
[2022-08-20 11:24:43.341036][Task] <click> first_enemy
[2022-08-20 11:24:43.341036][mission_dungeons][first_enemy][click] (910.0, 361.0)
[2022-08-20 11:24:43.345911][mission_dungeons][first_enemy][idle] 3.06 seconds
[2022-08-20 11:24:46.406297][Task] <click> challenge_button
[2022-08-20 11:24:46.406297][mission_dungeons][challenge_button][click] (1122.0, 609.0)
[2022-08-20 11:24:46.411181][mission_dungeons][challenge_button][idle] 5.11 seconds
[2022-08-20 11:24:51.521958][Task] <click> my_team_button
[2022-08-20 11:24:51.521958][mission_dungeons][my_team_button][click] (1147.0, 116.0)
[2022-08-20 11:24:51.527818][mission_dungeons][my_team_button][idle] 3.26 seconds
[2022-08-20 11:24:54.788129][Task] <click> call_button
[2022-08-20 11:24:54.788129][mission_dungeons][call_button][click] (1077.0, 280.0)
[2022-08-20 11:24:54.793975][mission_dungeons][call_button][idle] 3.55 seconds
[2022-08-20 11:24:58.344700][Task] <click> attack_button
[2022-08-20 11:24:58.344700][mission_dungeons][attack_button][click] (1101.0, 601.0)
[2022-08-20 11:24:58.349584][mission_dungeons][attack_button][idle] 37.94 seconds
[2022-08-20 11:25:36.290175][Task] <click> next_button
[2022-08-20 11:25:36.290175][mission_dungeons][next_button][click] (1134.0, 652.0)
[2022-08-20 11:25:36.294081][mission_dungeons][next_button][idle] 5.29 seconds
[2022-08-20 11:25:41.585076][Task] <click> blank_button
[2022-08-20 11:25:41.585076][mission_dungeons][blank_button][click] (70.0, 143.0)
[2022-08-20 11:25:41.589975][mission_dungeons][blank_button][idle] 7.05 seconds
[2022-08-20 11:25:48.640235][Task] <click> second_enemy
[2022-08-20 11:25:48.640235][mission_dungeons][second_enemy][click] (638.0, 348.0)
[2022-08-20 11:25:48.646108][mission_dungeons][second_enemy][idle] 4.35 seconds
[2022-08-20 11:25:52.996169][Task] <click> challenge_button
[2022-08-20 11:25:52.996169][mission_dungeons][challenge_button][click] (1110.0, 620.0)
[2022-08-20 11:25:53.002028][mission_dungeons][challenge_button][idle] 5.11 seconds
[2022-08-20 11:25:58.112185][Task] <click> attack_button
[2022-08-20 11:25:58.112185][mission_dungeons][attack_button][click] (1112.0, 599.0)
[2022-08-20 11:25:58.117078][mission_dungeons][attack_button][idle] 36.51 seconds
[2022-08-20 11:26:34.627089][Task] <click> next_button
[2022-08-20 11:26:34.627089][mission_dungeons][next_button][click] (1089.0, 650.0)
[2022-08-20 11:26:34.632949][mission_dungeons][next_button][idle] 5.68 seconds
[2022-08-20 11:26:40.315059][Task] <click> blank_button
[2022-08-20 11:26:40.315059][mission_dungeons][blank_button][click] (53.0, 144.0)
[2022-08-20 11:26:40.319942][mission_dungeons][blank_button][idle] 8.71 seconds
[2022-08-20 11:26:49.030711][Task] <click> third_enemy
[2022-08-20 11:26:49.030711][mission_dungeons][third_enemy][click] (295.0, 328.0)
[2022-08-20 11:26:49.036571][mission_dungeons][third_enemy][idle] 5.66 seconds
[2022-08-20 11:26:54.697198][Task] <click> challenge_button
[2022-08-20 11:26:54.697198][mission_dungeons][challenge_button][click] (1114.0, 603.0)
[2022-08-20 11:26:54.703058][mission_dungeons][challenge_button][idle] 6.76 seconds
[2022-08-20 11:27:01.463433][Task] <click> attack_button
[2022-08-20 11:27:01.463433][mission_dungeons][attack_button][click] (1119.0, 614.0)
[2022-08-20 11:27:01.469293][mission_dungeons][attack_button][idle] 36.48 seconds
[2022-08-20 11:27:37.949370][Task] <click> next_button
[2022-08-20 11:27:37.949370][mission_dungeons][next_button][click] (1113.0, 651.0)
[2022-08-20 11:27:37.954252][mission_dungeons][next_button][idle] 7.39 seconds
[2022-08-20 11:27:45.344262][Task] <click> blank_button
[2022-08-20 11:27:45.344262][mission_dungeons][blank_button][click] (67.0, 140.0)
[2022-08-20 11:27:45.350122][mission_dungeons][blank_button][idle] 9.3 seconds
[2022-08-20 11:27:54.650797][Task] <click> fourth_enemy
[2022-08-20 11:27:54.650797][mission_dungeons][fourth_enemy][click] (650.0, 335.0)
[2022-08-20 11:27:54.656657][mission_dungeons][fourth_enemy][idle] 3.24 seconds
[2022-08-20 11:27:57.897519][Task] <click> challenge_button
[2022-08-20 11:27:57.897519][mission_dungeons][challenge_button][click] (1135.0, 616.0)
[2022-08-20 11:27:57.903365][mission_dungeons][challenge_button][idle] 7.06 seconds
[2022-08-20 11:28:04.964816][Task] <click> attack_button
[2022-08-20 11:28:04.964816][mission_dungeons][attack_button][click] (1115.0, 612.0)
[2022-08-20 11:28:04.970675][mission_dungeons][attack_button][idle] 37.15 seconds
[2022-08-20 11:28:42.120732][Task] <click> next_button
[2022-08-20 11:28:42.120732][mission_dungeons][next_button][click] (1134.0, 655.0)
[2022-08-20 11:28:42.126591][mission_dungeons][next_button][idle] 5.71 seconds
[2022-08-20 11:28:47.836825][Task] <click> blank_button
[2022-08-20 11:28:47.836825][mission_dungeons][blank_button][click] (67.0, 143.0)
[2022-08-20 11:28:47.841708][mission_dungeons][blank_button][idle] 8.45 seconds
[2022-08-20 11:28:56.292717][Task] <click> retreat_button
[2022-08-20 11:28:56.292717][mission_dungeons][retreat_button][click] (1088.0, 567.0)
[2022-08-20 11:28:56.298593][mission_dungeons][retreat_button][idle] 5.42 seconds
[2022-08-20 11:29:01.718718][Task] <click> comfirm_button
[2022-08-20 11:29:01.718718][mission_dungeons][comfirm_button][click] (786.0, 500.0)
[2022-08-20 11:29:01.723588][mission_dungeons][comfirm_button][idle] 4.18 seconds
[2022-08-20 11:29:05.904445][Task] mission_gashapon
[2022-08-20 11:29:05.904445][Task] <click> gashapon_button
[2022-08-20 11:29:05.906412][mission_gashapon][gashapon_button][click] (1019.0, 684.0)
[2022-08-20 11:29:05.910318][mission_gashapon][gashapon_button][idle] 7.17 seconds
[2022-08-20 11:29:13.081229][Task] <click> blank_button
[2022-08-20 11:29:13.081229][mission_gashapon][blank_button][click] (68.0, 141.0)
[2022-08-20 11:29:13.087088][mission_gashapon][blank_button][idle] 3.28 seconds
[2022-08-20 11:29:16.367704][Task] <click> normal_button
[2022-08-20 11:29:16.367704][mission_gashapon][normal_button][click] (1194.0, 101.0)
[2022-08-20 11:29:16.373566][mission_gashapon][normal_button][idle] 6.5 seconds
[2022-08-20 11:29:22.874022][Task] <click> free_button
[2022-08-20 11:29:22.874022][mission_gashapon][free_button][click] (935.0, 458.0)
[2022-08-20 11:29:22.878905][mission_gashapon][free_button][idle] 3.09 seconds
[2022-08-20 11:29:25.970143][Task] <click> ok_button
[2022-08-20 11:29:25.970143][mission_gashapon][ok_button][click] (783.0, 488.0)
[2022-08-20 11:29:25.975026][mission_gashapon][ok_button][idle] 12.62 seconds
[2022-08-20 11:29:38.595897][Task] <click> receive_button
[2022-08-20 11:29:38.595897][mission_gashapon][receive_button][click] (625.0, 590.0)
[2022-08-20 11:29:38.600780][mission_gashapon][receive_button][idle] 3.56 seconds
[2022-08-20 11:29:42.164400][Task] mission_arena
[2022-08-20 11:29:42.164400][Task] <click> adventure_button
[2022-08-20 11:29:42.166352][mission_arena][adventure_button][click] (621.0, 692.0)
[2022-08-20 11:29:42.170259][mission_arena][adventure_button][idle] 7.94 seconds
[2022-08-20 11:29:50.110873][Task] <click> arena_button
[2022-08-20 11:29:50.110873][mission_arena][arena_button][click] (748.0, 548.0)
[2022-08-20 11:29:50.116733][mission_arena][arena_button][idle] 5.5 seconds
[2022-08-20 11:29:55.616933][Task] <click> blank_button
[2022-08-20 11:29:55.616933][mission_arena][blank_button][click] (54.0, 149.0)
[2022-08-20 11:29:55.621816][mission_arena][blank_button][idle] 5.5 seconds
[2022-08-20 11:30:01.121918][Task] <click> receive_button
[2022-08-20 11:30:01.121918][mission_arena][receive_button][click] (387.0, 455.0)
[2022-08-20 11:30:01.139563][mission_arena][receive_button][idle] 4.42 seconds
[2022-08-20 11:30:05.559900][Task] <click> blank_button
[2022-08-20 11:30:05.559900][mission_arena][blank_button][click] (68.0, 135.0)
[2022-08-20 11:30:05.564784][mission_arena][blank_button][idle] 4.7 seconds
[2022-08-20 11:30:10.265325][Task] <click> first_person
[2022-08-20 11:30:10.265325][mission_arena][first_person][click] (798.0, 232.0)
[2022-08-20 11:30:10.271176][mission_arena][first_person][idle] 3.4 seconds
[2022-08-20 11:30:13.671806][Task] <click> attack_button
[2022-08-20 11:30:13.671806][mission_arena][attack_button][click] (1127.0, 601.0)
[2022-08-20 11:30:13.676688][mission_arena][attack_button][idle] 7.13 seconds
[2022-08-20 11:30:20.808485][Task] <click> skip_button
[2022-08-20 11:30:20.808485][mission_arena][skip_button][click] (1217.0, 467.0)
[2022-08-20 11:30:20.813367][mission_arena][skip_button][idle] 9.08 seconds
[2022-08-20 11:30:29.894189][Task] <click> next_button
[2022-08-20 11:30:29.894189][mission_arena][next_button][click] (1134.0, 654.0)
[2022-08-20 11:30:29.900244][mission_arena][next_button][idle] 6.32 seconds
[2022-08-20 11:30:36.221397][Task] <click> blank_button
[2022-08-20 11:30:36.221397][mission_arena][blank_button][click] (57.0, 133.0)
[2022-08-20 11:30:36.227267][mission_arena][blank_button][idle] 3.17 seconds
[2022-08-20 11:30:39.397360][Task] <click> blank_button
[2022-08-20 11:30:39.470470][mission_arena][blank_button][click] (66.0, 131.0)
[2022-08-20 11:30:39.474378][mission_arena][blank_button][idle] 5.11 seconds
[2022-08-20 11:30:44.584545][Task] mission_guild
[2022-08-20 11:30:44.584545][Task] <click> main_button
[2022-08-20 11:30:44.586499][mission_guild][main_button][click] (127.0, 679.0)
[2022-08-20 11:30:44.589429][mission_guild][main_button][idle] 6.69 seconds
[2022-08-21 09:12:57.960959][Task_List] ['receive_energy', 'mission_explore', 'mission_gashapon', 'mission_arena', 'mission_dungeons', 'mission_guild', 'shopping', 'mission_princess_arena', 'mission_complete']
[2022-08-21 09:12:57.971704][Task] initial
[2022-08-21 09:12:57.971704][Task] <click> blank_button
[2022-08-21 09:12:57.972681][initial][blank_button][click] (2.0, 5.0)
[2022-08-21 09:12:57.976588][initial][blank_button][idle] 11.88 seconds
[2022-08-21 09:13:09.857624][Task] receive_energy
[2022-08-21 09:13:09.857624][Task] <click> home_button
[2022-08-21 09:13:09.857624][receive_energy][home_button][click] (839.0, 679.0)
[2022-08-21 09:13:09.861531][receive_energy][home_button][idle] 7.2 seconds
[2022-08-21 09:13:17.061551][Task] <click> receive_button
[2022-08-21 09:13:17.061551][receive_energy][receive_button][click] (1199.0, 570.0)
[2022-08-21 09:13:17.065646][receive_energy][receive_button][idle] 5.36 seconds
[2022-08-21 09:13:22.426368][Task] <click> blank_button
[2022-08-21 09:13:22.426368][receive_energy][blank_button][click] (55.0, 32.0)
[2022-08-21 09:13:22.430275][receive_energy][blank_button][idle] 4.17 seconds
[2022-08-21 09:13:26.601056][Task] mission_explore
[2022-08-21 09:13:26.601056][Task] <click> adventure_button
[2022-08-21 09:13:26.602019][mission_explore][adventure_button][click] (650.0, 677.0)
[2022-08-21 09:13:26.605819][mission_explore][adventure_button][idle] 5.77 seconds
[2022-08-21 09:13:32.377362][Task] <click> explore_button
[2022-08-21 09:13:32.377362][mission_explore][explore_button][click] (965.0, 185.0)
[2022-08-21 09:13:32.380292][mission_explore][explore_button][idle] 6.84 seconds
[2022-08-21 09:13:39.221718][Task] <click> exp_button
[2022-08-21 09:13:39.357180][mission_explore][exp_button][click] (791.0, 326.0)
[2022-08-21 09:13:39.362063][mission_explore][exp_button][idle] 5.69 seconds
[2022-08-21 09:13:45.052714][Task] <click> level_button
[2022-08-21 09:13:45.052714][mission_explore][level_button][click] (969.0, 191.0)
[2022-08-21 09:13:45.993164][mission_explore][level_button][idle] 7.11 seconds
[2022-08-21 09:13:53.103452][Task] <click> attack_button
[2022-08-21 09:13:53.103452][mission_explore][attack_button][click] (1011.0, 439.0)
[2022-08-21 09:13:53.109399][mission_explore][attack_button][idle] 4.46 seconds
[2022-08-21 09:13:57.569513][Task] <click> ok_button
[2022-08-21 09:13:57.569513][mission_explore][ok_button][click] (789.0, 491.0)
